Institute ID,Name,City,State,Score,Rank,Stream,Library_2022-23,Library_2021-22,Library_2020-21,New Equipment for Laboratories_2022-23,New Equipment for Laboratories_2021-22,New Equipment for Laboratories_2020-21,Engineering Workshops_2022-23,Engineering Workshops_2021-22,Engineering Workshops_2020-21,Studios_2022-23,Studios_2021-22,Studios_2020-21,Other expenditure on creation of Capital Assets (excluding expenditure on Land and Building)_2022-23,Other expenditure on creation of Capital Assets (excluding expenditure on Land and Building)_2021-22,Other expenditure on creation of Capital Assets (excluding expenditure on Land and Building)_2020-21,Salaries (Teaching and Non Teaching staff)_2022-23,Salaries (Teaching and Non Teaching staff)_2021-22,Salaries (Teaching and Non Teaching staff)_2020-21,"Maintenance of Academic Infrastructure or consumables and other running expenditures(excluding maintenance of hostels and allied services,rent of the building, depreciation cost, etc)_2022-23","Maintenance of Academic Infrastructure or consumables and other running expenditures(excluding maintenance of hostels and allied services,rent of the building, depreciation cost, etc)_2021-22","Maintenance of Academic Infrastructure or consumables and other running expenditures(excluding maintenance of hostels and allied services,rent of the building, depreciation cost, etc)_2020-21",Seminars/Conferences/Workshops_2022-23,Seminars/Conferences/Workshops_2021-22,Seminars/Conferences/Workshops_2020-21,Total Male UG,Total Female UG,Total Male PG,Total Female PG,Total Strength UG,Total Strength PG,Total Same State Strength UG,Total Same State Strength PG,Total Different State Strength UG,Total Different State Strength PG,Total Different Country Strength UG,Total Different Country Strength PG,Total Economically Backward Strength UG,Total Economically Backward Strength PG,Total Socially Challenged Strength UG,Total Socially Challenged Strength PG,Total Tuition Fee Reimbursed from govt UG,Total Tuition Fee Reimbursed from govt PG,Total Tuition Fee Reimbursed from Institute Funds UG,Total Tuition Fee Reimbursed from Institute Funds PG,Total Tuition Fee Reimbursed from Private Bodies UG,Total Tuition Fee Reimbursed from Private Bodies PG,Students who are not receiving full tuition fee reimbursement UG,Students who are not receiving full tuition fee reimbursement PG
IR-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,58.48,21,University,94441104,91242364,100391342,147847409,138377014,386330831,190384204,176610900,172738838,0,0,0,684160010,651838908,573498968,3140612834,2005038699.0,1621993847.0,312305697.0,274193853.0,217420021.0,94074162.0,66953764.0,38721779.0,0,0,916,2427,0,3343,0,2291,0,947,0,105,0,854,0,1483,0,1352,0,941,0,10,0,34
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,57.98,22,University,63137071,55417148,28951336,237894079,81223069,28808653,25499421,3258081,4645440,0,0,0,235723530,50592987,74531600,1641916781,1200468805.0,1092975377.0,1082207336.0,909584115.0,360575323.0,4169484.0,3399268.0,3079102.0,6261,6482,545,536,12743,1081,4990,438,7311,628,442,15,1123,29,1087,121,0,0,1117,56,0,0,1093,94
IR-O-U-0323,Savitribai Phule Pune University,Pune,Maharashtra,57.96,23,University,15483337,9535028,14068738,47769484,53917403,75937872,8451235,10536287,21459008,0,0,0,149195803,118459793,161165747,1419000336,1364880183.0,1280845650.0,0.0,0.0,0.0,0.0,0.0,0.0,600,478,2523,2135,1078,4658,906,3935,95,633,77,90,65,369,414,2422,479,2791,0,0,0,0,0,0
IR-O-U-0222,JSS Academy of Higher Education and Research,Mysuru,Karnataka,57.74,24,University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1903411498,1898048825.0,1689765309.0,3269981842.0,3861569022.0,2475445886.0,59123218.0,57401183.0,44548881.0,1740,2824,907,1433,4564,2340,799,237,3638,1883,127,220,447,558,1651,942,725,394,626,415,310,408,437,283
IR-O-U-0006,Andhra University,Visakhapatnam,Andhra Pradesh,57.67,25,University,52572682,40766679,34528660,954634120,718079188,744820978,361250800,216876000,179765275,11133255,10277000,5609287,419767560,381700000,298646810,4773594684,4620827185.0,4332689969.0,708879854.0,683039215.0,624638526.0,61419454.0,62467342.0,62277234.0,1586,2188,2518,3286,3774,5804,2600,4468,904,870,270,466,457,618,2613,3972,2232,3325,455,839,240,232,143,194
IR-O-U-0447,Bharathiar University,Coimbatore,Tamil Nadu,57.26,26,University,9184552,7282378,5908087,76732259,123631111,112465772,51525069,36395341,0,349976,0,0,7393562,5921733,1135129,782967318,723176549.0,562117333.0,597111023.0,221205684.0,462555000.0,4527989.0,8523047.0,5151013.0,322,151,1015,1687,473,2702,454,2478,19,217,0,7,10,118,441,2419,105,576,9,80,5,6,332,1875
IR-O-U-0379,Lovely Professional University,Phagwara,Punjab,56.92,27,University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2221724117,1766256850.0,1343031547.0,1276316715.0,1288607253.0,1292697345.0,6092645.0,2345026.0,676374.0,22774,7033,3010,1956,29807,4966,2616,509,25747,4304,1444,153,9387,2064,3275,311,456,133,5525,1273,0,0,6681,969
IR-O-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,56.81,28,University,46232672,33739883,36524932,449405590,411204068,314757333,0,0,0,6370252,0,0,705309031,1684946106,1025038248,1049981956,886185978.0,803702525.0,1274933781.0,532275068.0,368515278.0,88756156.0,45032414.0,7477764.0,4903,4617,353,471,9520,824,4620,662,4883,162,17,0,2978,312,1833,157,166,12,2305,5,30,2,2310,450
IR-O-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,56.72,29,University,33629124,28512132,26085700,129187496,109245176,93780000,108295000,88353428,82478243,372400000,275200000,250000000,272784422,204657256,166737447,1946571808,1673027165.0,1467176461.0,1229887110.0,1125362377.0,1082787953.0,41865055.0,29945098.0,19935614.0,6035,3294,450,561,9329,1011,2870,336,6307,672,152,3,375,166,655,41,28,40,981,112,5,0,16,55
IR-O-U-0458,Kalasalingam Academy of Research and Education,Srivilliputhur,Tamil Nadu,56.71,30,University,41729006,38029303,15127395,95722188,98865012,80176288,38152005,35294018,19975303,20097401,19726109,10983267,164375109,180129433,131974602,1005128903,941286045.0,863925017.0,690873212.0,667280919.0,592130765.0,108509777.0,89437206.0,73208115.0,3921,4304,227,322,8225,549,2181,105,5663,380,381,64,0,0,2493,417,49,46,2151,79,293,0,0,292
